Cat…leg prestacions ortoprotŠtiques - Novembre 2025;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Grup - codi;Grup - descripci¢;Subgrup - codi;Subgrup - descripci¢;Categoria - codi;Categoria aparell;Tipus de producte - codi;Tipus de producte ;Import m…xim de facturaci¢ (?);Aportaci¢ usuari/a (?);Aportaci¢ CatSalut (?);·mbit de prescripci¢ de l'aparell;Indicador informe cl¡nic;Classificaci¢ de l'aparell;Edat m¡nima;Edat m…xima;Indicador de bilateralitat;Indicador validaci¢ sanit…ria;Periodicitat prescripci¢ (mesos)
0618;Pr•tesis membre superior;061818;Pr•tesis per a desarticulaci¢ d'espatlla;PSH 900;Encaix per a pr•tesi de desarticulaci¢ d'espatlla;PSH 900E;Encaix interior en termopl…stic tou, amb traus per a elŠctrodes, per a pr•tesi mioelŠctrica de desarticulaci¢ d'espatlla, a mida;462;0;462;D;N;M;--;--;S;S;24
0618;Pr•tesis membre superior;061818;Pr•tesis per a desarticulaci¢ d'espatlla;PSH 900;Encaix per a pr•tesi de desarticulaci¢ d'espatlla;PSH 900F;Encaix interior en silicona, amb traus per a elŠctrodes, per a pr•tesi mioelŠctrica de desarticulaci¢ d'espatlla, a mida;1210;0;1210;D;N;M;--;--;S;S;24
0618;Pr•tesis membre superior;061818;Pr•tesis per a desarticulaci¢ d'espatlla;PSH 910;Altres components de pr•tesi de desarticulaci¢ d'espatlla;PSH 910A;Sistema de suspensi¢ per a desarticulaci¢ d'espatlla;386,84;0;386,84;H;N;A;--;--;S;S;24
0618;Pr•tesis membre superior;061818;Pr•tesis per a desarticulaci¢ d'espatlla;PSH 910;Altres components de pr•tesi de desarticulaci¢ d'espatlla;PSH 910B;Coberta d'escuma per a pr•tesi endoesquelŠtica de desarticulaci¢ d'espatlla, a mida;430,5;0;430,5;H;N;M;--;--;S;N;12
0618;Pr•tesis membre superior;061818;Pr•tesis per a desarticulaci¢ d'espatlla;PSH 910;Altres components de pr•tesi de desarticulaci¢ d'espatlla;PSH 910C;Mitja per a pr•tesi endoesquelŠtica de desarticulaci¢ d'espatlla;45;0;45;H;N;M;--;--;S;N;6
0618;Pr•tesis membre superior;061818;Pr•tesis per a desarticulaci¢ d'espatlla;PSH 910;Altres components de pr•tesi de desarticulaci¢ d'espatlla;PSH 910D;Estructura exoesquelŠtica per a pr•tesi de desarticulaci¢ d'espatlla, a mida;1310,04;0;1310,04;H;N;M;--;--;S;S;12
0618;Pr•tesis membre superior;061821;Pr•tesis per a amputaci¢ del quart superior (interescapulotor…cica);PST 000;Pr•tesi passiva interescapulotor…cica;PST 000A;Pr•tesi passiva interescapulotor…cica, a mida, amb doble encaix, estructura endoesquelŠtica, coberta d'escuma, mitja, articulaci¢ de colze, articulaci¢ de canell i sistema de suspensi¢ (prescriure, a m‚s, una articulaci¢ d'espatlla, una m… passiva, un guant a elecci¢ i, si cal, una beina);5853,04;0;5853,04;H;N;M;--;--;S;S;36
0618;Pr•tesis membre superior;061821;Pr•tesis per a amputaci¢ del quart superior (interescapulotor…cica);PST 000;Pr•tesi passiva interescapulotor…cica;PST 000B;Pr•tesi passiva interescapulotor…cica, a mida, amb doble encaix, estructura exoesquelŠtica, articulaci¢ de colze, articulaci¢ de canell i sistema de suspensi¢ (prescriure, a m‚s, una articulaci¢ d'espatlla, una m… passiva, un guant a elecci¢ i, si cal, una beina);5596,15;0;5596,15;H;N;M;--;--;S;S;36
0618;Pr•tesis membre superior;061821;Pr•tesis per a amputaci¢ del quart superior (interescapulotor…cica);PST 010;Pr•tesi mioelŠctrica interescapulotor…cica;PST 010A;Pr•tesi mioelŠctrica interescapulotor…cica, a mida, amb doble encaix, estructura exoesquelŠtica i sistema de suspensi¢ (prescriure, a m‚s, elŠctrodes i/o microclau o transductor lineal, bateries, un carregador, una articulaci¢ d'espatlla, una articulaci¢ de colze, una articulaci¢ de canell, un terminal a elecci¢, un guant i, si cal, una caixa de connexi¢ per allotjar la bateria i una beina);6960,54;0;6960,54;D;S;M;--;--;S;S;36
0618;Pr•tesis membre superior;061821;Pr•tesis per a amputaci¢ del quart superior (interescapulotor…cica);PST 900;Encaix per a pr•tesi interescapulotor…cica;PST 900A;Doble encaix per a pr•tesi interescapulotor…cica, a mida. Inclou adaptaci¢ i alineaci¢;3069,54;0;3069,54;H;N;M;--;--;S;S;24
0618;Pr•tesis membre superior;061821;Pr•tesis per a amputaci¢ del quart superior (interescapulotor…cica);PST 900;Encaix per a pr•tesi interescapulotor…cica;PST 900B;Doble encaix, amb traus per a elŠctrodes, per a pr•tesi mioelŠctrica interescapulotor…cica, a mida. Inclou adaptaci¢ i alineaci¢;4809,53;0;4809,53;D;N;M;--;--;S;S;24
0618;Pr•tesis membre superior;061821;Pr•tesis per a amputaci¢ del quart superior (interescapulotor…cica);PST 910;Altres components de pr•tesi interescapulotor…cica;PST 910A;Sistema de suspensi¢ per a pr•tesi interescapulotor…cica, a mida;481,71;0;481,71;H;N;M;--;--;S;S;24
0618;Pr•tesis membre superior;061821;Pr•tesis per a amputaci¢ del quart superior (interescapulotor…cica);PST 910;Altres components de pr•tesi interescapulotor…cica;PST 910B;Coberta d'escuma per a pr•tesi endoesquelŠtica interescapulotor…cica, a mida;434,67;0;434,67;H;N;M;--;--;S;N;12
0618;Pr•tesis membre superior;061821;Pr•tesis per a amputaci¢ del quart superior (interescapulotor…cica);PST 910;Altres components de pr•tesi interescapulotor…cica;PST 910C;Mitja per a pr•tesi endoesquelŠtica interescapulotor…cica;45;0;45;H;N;M;--;--;S;N;6
0618;Pr•tesis membre superior;061821;Pr•tesis per a amputaci¢ del quart superior (interescapulotor…cica);PST 910;Altres components de pr•tesi interescapulotor…cica;PST 910D;Estructura exoesquelŠtica per a pr•tesi interescapulotor…cica, a mida;1449,3;0;1449,3;H;N;M;--;--;S;S;12
0618;Pr•tesis membre superior;061821;Pr•tesis per a amputaci¢ del quart superior (interescapulotor…cica);PST 910;Altres components de pr•tesi interescapulotor…cica;PST 910E;Estructura endoesquelŠtica per a pr•tesi interescapulotor…cica, a mida;1148,6;0;1148,6;H;N;M;--;--;S;S;12
0618;Pr•tesis membre superior;061821;Pr•tesis per a amputaci¢ del quart superior (interescapulotor…cica);PST 910;Altres components de pr•tesi interescapulotor…cica;PST 910F;Farciment cosmŠtic de compensaci¢ de cintura escapular, a mida;495;0;495;H;N;M;--;--;S;S;24
0618;Pr•tesis membre superior;061824;Pr•tesis de m… (terminals);PSO 000;M… passiva;PSO 000A;M… passiva, d'adult;302,82;0;302,82;H;N;A;--;--;S;S;24
0618;Pr•tesis membre superior;061824;Pr•tesis de m… (terminals);PSO 000;M… passiva;PSO 000B;M… passiva, d'adult, amb polze en ressort;445,26;0;445,26;H;N;A;--;--;S;S;24
0618;Pr•tesis membre superior;061824;Pr•tesis de m… (terminals);PSO 000;M… passiva;PSO 000C;M… passiva, infantil;332,33;0;332,33;H;N;A;--;--;S;S;24
0618;Pr•tesis membre superior;061824;Pr•tesis de m… (terminals);PSO 010;M… mec…nica;PSO 010A;M… de tracci¢ cinem…tica, d'adult;604,38;0;604,38;H;N;A;--;--;S;S;24
0618;Pr•tesis membre superior;061824;Pr•tesis de m… (terminals);PSO 010;M… mec…nica;PSO 010B;M… de tracci¢ cinem…tica, infantil;732,9;0;732,9;H;N;A;--;--;S;S;24
0618;Pr•tesis membre superior;061824;Pr•tesis de m… (terminals);PSO 020;M… elŠctrica;PSO 020A;M… elŠctrica de funci¢ constant;6699,12;0;6699,12;H;S;A;--;--;S;S;24
0618;Pr•tesis membre superior;061824;Pr•tesis de m… (terminals);PSO 020;M… elŠctrica;PSO 020B;M… elŠctrica de funci¢ variable;10158,9;0;10158,9;H;S;A;--;--;S;S;24
0618;Pr•tesis membre superior;061824;Pr•tesis de m… (terminals);PSO 020;M… elŠctrica;PSO 020C;M… elŠctrica amb sistema de control sens•ric de la pressi¢, d'adult, amb processador programable incl•s;12264,35;0;12264,35;H;S;A;--;--;S;S;24
0618;Pr•tesis membre superior;061824;Pr•tesis de m… (terminals);PSO 020;M… elŠctrica;PSO 020D;M… elŠctrica, infantil;8723,48;0;8723,48;H;S;A;--;--;S;S;24
0618;Pr•tesis membre superior;061824;Pr•tesis de m… (terminals);PSO 020;M… elŠctrica;PSO 020E;M… elŠctrica multiarticulada (especial prescripci¢ i d'acord amb un protocol);30800;0;30800;D;S;A;--;--;S;S;60
0618;Pr•tesis membre superior;061824;Pr•tesis de m… (terminals);PSO 900;Guant cosmŠtic per a pr•tesi de m…;PSO 900A;Guant est…ndard de PVC, d'adult, per a pr•tesi passiva o mec…nica;226,92;0;226,92;H;N;A;--;--;S;N;6
0618;Pr•tesis membre superior;061824;Pr•tesis de m… (terminals);PSO 900;Guant cosmŠtic per a pr•tesi de m…;PSO 900B;Guant est…ndard de PVC, infantil, per a pr•tesi passiva o mec…nica;226,92;0;226,92;H;N;A;--;--;S;N;6
0618;Pr•tesis membre superior;061824;Pr•tesis de m… (terminals);PSO 900;Guant cosmŠtic per a pr•tesi de m…;PSO 900C;Guant est…ndard de silicona, d'adult, per a pr•tesi passiva o mec…nica;481,86;0;481,86;H;N;A;--;--;S;N;6
0618;Pr•tesis membre superior;061824;Pr•tesis de m… (terminals);PSO 900;Guant cosmŠtic per a pr•tesi de m…;PSO 900D;Guant est…ndard de silicona, infantil, per a pr•tesi passiva o mec…nica;481,86;0;481,86;H;N;A;--;--;S;N;6
0618;Pr•tesis membre superior;061824;Pr•tesis de m… (terminals);PSO 900;Guant cosmŠtic per a pr•tesi de m…;PSO 900E;Guant est…ndard de PVC amb recobriment especial;472,61;0;472,61;H;N;A;--;--;S;N;12
0618;Pr•tesis membre superior;061824;Pr•tesis de m… (terminals);PSO 900;Guant cosmŠtic per a pr•tesi de m…;PSO 900F;Guant est…ndard de PVC, d'adult, per a pr•tesi mioelŠctrica;229,39;0;229,39;D;N;A;--;--;S;N;6
0618;Pr•tesis membre superior;061824;Pr•tesis de m… (terminals);PSO 900;Guant cosmŠtic per a pr•tesi de m…;PSO 900G;Guant est…ndard de PVC, infantil, per a pr•tesi mioelŠctrica;341,05;0;341,05;D;N;A;--;--;S;N;6
0618;Pr•tesis membre superior;061827;Ganxos i dispositius funcionals (terminals);PSZ 000;Pin‡a mec…nica;PSZ 000A;Pin‡a mec…nica est…ndard, d'adult;529,21;0;529,21;H;N;A;--;--;S;S;24
0618;Pr•tesis membre superior;061827;Ganxos i dispositius funcionals (terminals);PSZ 000;Pin‡a mec…nica;PSZ 000B;Pin‡a mec…nica est…ndard, infantil;647,45;0;647,45;H;N;A;--;--;S;S;24
0618;Pr•tesis membre superior;061827;Ganxos i dispositius funcionals (terminals);PSZ 000;Pin‡a mec…nica;PSZ 000C;Pin‡a mec…nica amb estructura refor‡ada;1877,11;0;1877,11;H;N;A;--;--;S;S;24
0618;Pr•tesis membre superior;061827;Ganxos i dispositius funcionals (terminals);PSZ 010;Pin‡a elŠctrica;PSZ 010A;Pin‡a elŠctrica de funci¢ constant;8387,7;0;8387,7;H;S;A;--;--;S;S;24
0618;Pr•tesis membre superior;061827;Ganxos i dispositius funcionals (terminals);PSZ 010;Pin‡a elŠctrica;PSZ 010B;Pin‡a elŠctrica de funci¢ variable;10791,45;0;10791,45;H;S;A;--;--;S;S;24
0618;Pr•tesis membre superior;061830;Articulacions de canell;PSU 000;Articulaci¢ de canell per a terminal passiu;PSU 000A;Articulaci¢ de canell per a terminal passiu, endoesquelŠtica;131,41;0;131,41;H;N;A;--;--;S;S;24
0618;Pr•tesis membre superior;061830;Articulacions de canell;PSU 000;Articulaci¢ de canell per a terminal passiu;PSU 000B;Articulaci¢ de canell per a terminal passiu, exoesquelŠtica;69;0;69;H;N;A;--;--;S;S;24
0618;Pr•tesis membre superior;061830;Articulacions de canell;PSU 010;Articulaci¢ de canell per a terminal mec…nic;PSU 010A;Articulaci¢ de canell per a terminal mec…nic rodona;184,45;0;184,45;H;N;A;--;--;S;S;24
0618;Pr•tesis membre superior;061830;Articulacions de canell;PSU 010;Articulaci¢ de canell per a terminal mec…nic;PSU 010B;Articulaci¢ de canell amb enganxall a baioneta multiposicional;796,74;0;796,74;H;N;A;--;--;S;S;24
0618;Pr•tesis membre superior;061830;Articulacions de canell;PSU 010;Articulaci¢ de canell per a terminal mec…nic;PSU 010C;Articulaci¢ de canell amb enganxall a baioneta per a terminal mec…nic amb flexoextensi¢;1308,82;0;1308,82;H;N;A;--;--;S;S;24
0618;Pr•tesis membre superior;061830;Articulacions de canell;PSU 020;Articulaci¢ de canell per a terminal elŠctric;PSU 020A;Articulaci¢ de canell per a terminal elŠctric d'acoblament r…pid;584,71;0;584,71;H;N;A;--;--;S;S;24
0618;Pr•tesis membre superior;061830;Articulacions de canell;PSU 020;Articulaci¢ de canell per a terminal elŠctric;PSU 020B;Articulaci¢ de canell per a terminal elŠctric amb funci¢ pronosupinadora;1029,6;0;1029,6;H;S;A;--;--;S;S;24
0618;Pr•tesis membre superior;061830;Articulacions de canell;PSU 020;Articulaci¢ de canell per a terminal elŠctric;PSU 020C;Articulaci¢ de canell per a terminal elŠctric, infantil, amb pronosupinaci¢ passiva;1605,08;0;1605,08;H;S;A;--;--;S;S;24
0618;Pr•tesis membre superior;061830;Articulacions de canell;PSU 020;Articulaci¢ de canell per a terminal elŠctric;PSU 020D;Articulaci¢ de canell per a m… elŠctrica multiarticulada (especial prescripci¢ i d'acord amb un protocol);4290;0;4290;D;S;A;--;--;S;S;24
0618;Pr•tesis membre superior;061833;Articulacions de colze;PSD 000;Articulaci¢ de colze passiva;PSD 000A;Articulaci¢ de colze amb bloqueig passiu per a estructura endoesquelŠtica;492,1;0;492,1;H;N;A;--;--;S;S;24
0618;Pr•tesis membre superior;061833;Articulacions de colze;PSD 010;Articulaci¢ de colze mec…nica;PSD 010A;Articulaci¢ de colze mec…nica amb bloqueig de flexoextensi¢;1893,26;0;1893,26;H;N;A;--;--;S;S;24
0618;Pr•tesis membre superior;061833;Articulacions de colze;PSD 010;Articulaci¢ de colze mec…nica;PSD 010B;Articulaci¢ de colze mec…nica amb bloqueig de flexoextensi¢ i flexi¢ assistida;4388,25;0;4388,25;H;N;A;--;--;S;S;24
0618;Pr•tesis membre superior;061833;Articulacions de colze;PSD 010;Articulaci¢ de colze mec…nica;PSD 010C;Articulaci¢ de colze mec…nica amb bloqueig de flexoextensi¢, flexi¢ assistida i cablejat intern per a pr•tesis mioelŠctriques;5092,13;0;5092,13;H;S;A;--;--;S;S;24
0618;Pr•tesis membre superior;061833;Articulacions de colze;PSD 010;Articulaci¢ de colze mec…nica;PSD 010D;Articulaci¢ de colze mec…nica amb bloqueig de flexoextensi¢ electr•nic, flexi¢ assistida i cablejat intern per a pr•tesis mioelŠctriques;8374,24;0;8374,24;H;S;A;--;--;S;S;24
0618;Pr•tesis membre superior;061833;Articulacions de colze;PSD 010;Articulaci¢ de colze mec…nica;PSD 010E;Articulaci¢ de colze mec…nica amb barres externes amb bloqueig de flexoextensi¢ per a desarticulaci¢ de colze o mony¢ humeral llarg;1864,83;0;1864,83;H;N;A;--;--;S;S;24
0618;Pr•tesis membre superior;061833;Articulacions de colze;PSD 010;Articulaci¢ de colze mec…nica;PSD 010F;Articulaci¢ de colze mec…nica amb barres externes amb bloqueig de flexoextensi¢ i flexi¢ assistida per a desarticulaci¢ de colze o mony¢ humeral llarg;2649,99;0;2649,99;H;N;A;--;--;S;S;24
0618;Pr•tesis membre superior;061833;Articulacions de colze;PSD 010;Articulaci¢ de colze mec…nica;PSD 010G;Articulaci¢ de colze mec…nica multiplicadora;476,59;0;476,59;H;N;A;--;--;S;S;24
0618;Pr•tesis membre superior;061833;Articulacions de colze;PSD 010;Articulaci¢ de colze mec…nica;PSD 010H;Articulaci¢ de colze mec…nica amb bloqueig dentat;766;0;766;H;N;A;--;--;S;S;24
0618;Pr•tesis membre superior;061833;Articulacions de colze;PSD 010;Articulaci¢ de colze mec…nica;PSD 010I;Articulaci¢ de colze de fricci¢;995,79;0;995,79;H;N;A;--;--;S;S;24
0618;Pr•tesis membre superior;061833;Articulacions de colze;PSD 020;Articulaci¢ de colze elŠctrica;PSD 020A;Articulaci¢ de colze elŠctrica amb motor per a la flexoextensi¢;10194,92;0;10194,92;H;S;A;--;--;S;S;24
0618;Pr•tesis membre superior;061833;Articulacions de colze;PSD 020;Articulaci¢ de colze elŠctrica;PSD 020B;Articulaci¢ de colze amb control de  flexoextensi¢ programable i proporcional, per a £s en amputats bilaterals en l?extremitat dominant (especial prescripci¢ i d?acord amb un protocol);43352,78;0;43352,78;D;S;A;--;--;S;S;60
0618;Pr•tesis membre superior;061836;Articulacions d'espatlla;PSR 000;Articulaci¢ d'espatlla per a pr•tesi endoesquelŠtica;PSR 000A;Articulaci¢ d'espatlla passiva multiposicional;427,95;0;427,95;H;N;A;--;--;S;S;24
0618;Pr•tesis membre superior;061836;Articulacions d'espatlla;PSR 000;Articulaci¢ d'espatlla per a pr•tesi endoesquelŠtica;PSR 000B;Articulaci¢ d'espatlla passiva de flexoextensi¢ i abducci¢/adducci¢;403,32;0;403,32;H;N;A;--;--;S;S;24
0618;Pr•tesis membre superior;061836;Articulacions d'espatlla;PSR 000;Articulaci¢ d'espatlla per a pr•tesi endoesquelŠtica;PSR 000C;Articulaci¢ d'espatlla passiva de flexoextensi¢ i bloqueig;2500,28;0;2500,28;H;N;A;--;--;S;S;24
0618;Pr•tesis membre superior;061890;Components generals de pr•tesis de membre superior;PSG 900;Beina (liner), sistema de suspensi¢ i sistema d'accionament de pr•tesi de membre superior;PSG 900A;Beina interna (liner) de silicona per a pr•tesi de membre superior;902,79;0;902,79;H;N;A;--;--;S;N;6
0618;Pr•tesis membre superior;061890;Components generals de pr•tesis de membre superior;PSG 900;Beina (liner), sistema de suspensi¢ i sistema d'accionament de pr•tesi de membre superior;PSG 900B;Beina interna (liner) de silicona per a pr•tesi de membre superior, a mida, per a usuaris amb caracter¡stiques especials que no permeten adaptar les prefabricades;1431,65;0;1431,65;H;S;M;--;--;S;S;6
0618;Pr•tesis membre superior;061890;Components generals de pr•tesis de membre superior;PSG 900;Beina (liner), sistema de suspensi¢ i sistema d'accionament de pr•tesi de membre superior;PSG 900C;Sistema de suspensi¢ mitjan‡ant arnŠs per a pr•tesi de membre superior, a mida;312,27;0;312,27;H;S;M;--;--;S;S;6
0618;Pr•tesis membre superior;061890;Components generals de pr•tesis de membre superior;PSG 900;Beina (liner), sistema de suspensi¢ i sistema d'accionament de pr•tesi de membre superior;PSG 900D;Beina interna (liner) de silicona amb sistema de suspensi¢ distal (per a pin) per a pr•tesi de membre superior;764,75;0;764,75;H;N;A;--;--;S;N;6
0618;Pr•tesis membre superior;061890;Components generals de pr•tesis de membre superior;PSG 900;Beina (liner), sistema de suspensi¢ i sistema d'accionament de pr•tesi de membre superior;PSG 900E;Beina interna (liner) de silicona per a v…lvula de succi¢ per a pr•tesi de membre superior;750;0;750;H;N;A;--;--;S;N;6
0618;Pr•tesis membre superior;061890;Components generals de pr•tesis de membre superior;PSG 900;Beina (liner), sistema de suspensi¢ i sistema d'accionament de pr•tesi de membre superior;PSG 900F;V…lvula de succi¢ per a pr•tesi de membre superior;221,6;0;221,6;H;N;A;--;--;S;N;24
0618;Pr•tesis membre superior;061890;Components generals de pr•tesis de membre superior;PSG 900;Beina (liner), sistema de suspensi¢ i sistema d'accionament de pr•tesi de membre superior;PSG 900G;Sistema d'ancoratge per a beina per a pr•tesi de membre superior (pin);419,78;0;419,78;H;N;A;--;--;S;N;24
0618;Pr•tesis membre superior;061890;Components generals de pr•tesis de membre superior;PSG 900;Beina (liner), sistema de suspensi¢ i sistema d'accionament de pr•tesi de membre superior;PSG 900H;Sistema d?ancoratge per a beina per a pr•tesi de membre superior amb connexi¢ distal (tipus cord¢ o tipus adhesiu);308,92;0;308,92;H;N;A;--;--;S;N;24
0618;Pr•tesis membre superior;061890;Components generals de pr•tesis de membre superior;PSG 900;Beina (liner), sistema de suspensi¢ i sistema d'accionament de pr•tesi de membre superior;PSG 900I;Sistema d'accionament cinem…tic per a pr•tesi de membre superior, a mida;414,88;0;414,88;H;S;M;--;--;S;S;6
0618;Pr•tesis membre superior;061890;Components generals de pr•tesis de membre superior;PSG 910;Bateria, carregador i elŠctrode de pr•tesi de membre superior;PSG 910A;Bateria de liti per a pr•tesi de membre superior (parell);1411,81;0;1411,81;H;N;A;--;--;S;N;9
0618;Pr•tesis membre superior;061890;Components generals de pr•tesis de membre superior;PSG 910;Bateria, carregador i elŠctrode de pr•tesi de membre superior;PSG 910B;Bateria integral de liti amb connector extern per a la c…rrega (unitat);1331,4;0;1331,4;H;N;A;--;--;S;N;9
0618;Pr•tesis membre superior;061890;Components generals de pr•tesis de membre superior;PSG 910;Bateria, carregador i elŠctrode de pr•tesi de membre superior;PSG 910C;Bateria integral de liti amb connector extern per a la c…rrega, per a pr•tesi mioelŠctrica amb m… multiarticulada (unitat);1653,87;0;1653,87;D;N;A;--;--;S;N;9
0618;Pr•tesis membre superior;061890;Components generals de pr•tesis de membre superior;PSG 910;Bateria, carregador i elŠctrode de pr•tesi de membre superior;PSG 910D;Carregador de bateries de liti per a pr•tesi de membre superior;799,32;0;799,32;H;N;A;--;--;S;N;36
0618;Pr•tesis membre superior;061890;Components generals de pr•tesis de membre superior;PSG 910;Bateria, carregador i elŠctrode de pr•tesi de membre superior;PSG 910E;Carregador per a bateria integral de liti per a pr•tesi de membre superior;937,59;0;937,59;H;N;A;--;--;S;N;36
0618;Pr•tesis membre superior;061890;Components generals de pr•tesis de membre superior;PSG 910;Bateria, carregador i elŠctrode de pr•tesi de membre superior;PSG 910F;Carregador per a bateria integral de liti per a pr•tesi mioelŠctrica amb m… multiarticulada;984,05;0;984,05;D;N;A;--;--;S;N;36
0618;Pr•tesis membre superior;061890;Components generals de pr•tesis de membre superior;PSG 910;Bateria, carregador i elŠctrode de pr•tesi de membre superior;PSG 910G;ElŠctrode de doble canal (unitat) per a pr•tesi de membre superior;1122,73;0;1122,73;H;N;A;--;--;S;N;24
0618;Pr•tesis membre superior;061890;Components generals de pr•tesis de membre superior;PSG 910;Bateria, carregador i elŠctrode de pr•tesi de membre superior;PSG 910H;ElŠctrode digital (unitat) per a pr•tesi de membre superior;1713;0;1713;H;N;A;--;--;S;N;24
0618;Pr•tesis membre superior;061890;Components generals de pr•tesis de membre superior;PSG 910;Bateria, carregador i elŠctrode de pr•tesi de membre superior;PSG 910I;Cable per a elŠctrode de doble canal per a pr•tesi de membre superior;144,06;0;144,06;H;N;A;--;--;S;N;24
0618;Pr•tesis membre superior;061890;Components generals de pr•tesis de membre superior;PSG 910;Bateria, carregador i elŠctrode de pr•tesi de membre superior;PSG 910J;Cable per a elŠctrode digital per a pr•tesi de membre superior;147,2;0;147,2;H;N;A;--;--;S;N;24
0618;Pr•tesis membre superior;061890;Components generals de pr•tesis de membre superior;PSG 910;Bateria, carregador i elŠctrode de pr•tesi de membre superior;PSG 910K;Cable de bateria per a pr•tesi de membre superior;97,56;0;97,56;H;N;A;--;--;S;N;24
0618;Pr•tesis membre superior;061890;Components generals de pr•tesis de membre superior;PSG 910;Bateria, carregador i elŠctrode de pr•tesi de membre superior;PSG 910L;Caixa de connexi¢ per allotjar la bateria per a pr•tesi de membre superior;212,81;0;212,81;H;N;A;--;--;S;N;36
0618;Pr•tesis membre superior;061890;Components generals de pr•tesis de membre superior;PSG 920;Altres components generals de pr•tesi de membre superior;PSG 920A;Transductor lineal per a pr•tesi de membre superior;1304,27;0;1304,27;H;N;A;--;--;S;N;24
0618;Pr•tesis membre superior;061890;Components generals de pr•tesis de membre superior;PSG 920;Altres components generals de pr•tesi de membre superior;PSG 920B;Unitat de gir elŠctrica per a pr•tesi de membre superior;3192,08;0;3192,08;H;N;A;--;--;S;N;24
0618;Pr•tesis membre superior;061890;Components generals de pr•tesis de membre superior;PSG 920;Altres components generals de pr•tesi de membre superior;PSG 920C;Processador de 4 canals per a pr•tesi de membre superior;2316,56;0;2316,56;H;N;A;--;--;S;N;24
0618;Pr•tesis membre superior;061890;Components generals de pr•tesis de membre superior;PSG 920;Altres components generals de pr•tesi de membre superior;PSG 920D;Connector coaxial i corona per a pr•tesi mioelŠctrica;278,85;0;278,85;D;N;A;--;--;S;N;24
0618;Pr•tesis membre superior;061890;Components generals de pr•tesis de membre superior;PSG 920;Altres components generals de pr•tesi de membre superior;PSG 920E;Unitat de control infantil per a pr•tesi de membre superior;2003,81;0;2003,81;H;N;A;--;--;S;N;24
0618;Pr•tesis membre superior;061890;Components generals de pr•tesis de membre superior;PSG 920;Altres components generals de pr•tesi de membre superior;PSG 920F;Microclau de balanc¡ o tracci¢ per a pr•tesi de membre superior;605,57;0;605,57;H;N;A;--;--;S;N;24
0618;Pr•tesis membre superior;061890;Components generals de pr•tesis de membre superior;PSG 920;Altres components generals de pr•tesi de membre superior;PSG 920G;Cable per a microclau per a pr•tesi de membre superior;127,5;0;127,5;H;N;A;--;--;S;N;24
0618;Pr•tesis membre superior;061890;Components generals de pr•tesis de membre superior;PSG 920;Altres components generals de pr•tesi de membre superior;PSG 920H;Microclau de pressi¢ per a pr•tesi de membre superior;692,22;0;692,22;H;N;A;--;--;S;N;24
0618;Pr•tesis membre superior;061890;Components generals de pr•tesis de membre superior;PSG 920;Altres components generals de pr•tesi de membre superior;PSG 920I;Sistema BOA per a encaix de pr•tesi de membre superior;472,44;0;472,44;H;N;A;--;--;S;N;12
0624;Pr•tesis de membre inferior;062403;Pr•tesis parcials de peu, incloses les pr•tesis de dit;PIP 000;Pr•tesi per a amputaci¢ parcial o total de dits del peu;PIP 000A;Pr•tesi per a amputaci¢ total del primer dit del peu;186,66;0;186,66;H;N;M;--;--;S;S;12
0624;Pr•tesis de membre inferior;062403;Pr•tesis parcials de peu, incloses les pr•tesis de dit;PIP 000;Pr•tesi per a amputaci¢ parcial o total de dits del peu;PIP 000B;Farciment protŠtic per a amputaci¢ parcial o total dels dits centrals;195,6;0;195,6;H;N;M;--;--;S;S;12
0624;Pr•tesis de membre inferior;062403;Pr•tesis parcials de peu, incloses les pr•tesis de dit;PIP 010;Pr•tesi per a amputaci¢ transmetatarsiana o desarticulaci¢ de Lisfranc;PIP 010A;Pr•tesi per a amputaci¢ transmetatarsiana o desarticulaci¢ de Lisfranc. Plantilla amb reconstrucci¢ de l?arc transvers i fixaci¢ adequada;297;0;297;H;N;M;--;--;S;S;12
0624;Pr•tesis de membre inferior;062403;Pr•tesis parcials de peu, incloses les pr•tesis de dit;PIP 010;Pr•tesi per a amputaci¢ transmetatarsiana o desarticulaci¢ de Lisfranc;PIP 010B;Pr•tesi per a amputaci¢ transmetatarsiana o de Lisfranc. Bot¡ amb plantilla de reconstrucci¢ de l'arc i farciment de l?avantpeu;505,4;0;505,4;H;N;M;--;--;S;S;18
0624;Pr•tesis de membre inferior;062403;Pr•tesis parcials de peu, incloses les pr•tesis de dit;PIP 010;Pr•tesi per a amputaci¢ transmetatarsiana o desarticulaci¢ de Lisfranc;PIP 010C;Pr•tesi per a amputaci¢ transmetatarsiana o de Lisfranc en silicona amb farciment protŠtic anterior;1485;0;1485;H;N;M;--;--;S;S;18
0624;Pr•tesis de membre inferior;062403;Pr•tesis parcials de peu, incloses les pr•tesis de dit;PIP 020;Pr•tesi per a amputaci¢ de Chopart;PIP 020A;Pr•tesi per a amputaci¢ de Chopart. Bot¡ i farciment anterior de material el…stic;679,99;0;679,99;H;N;M;--;--;S;S;24
