Cat…leg prestacions ortoprotŠtiques - Novembre 2025;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Grup - codi;Grup - descripci¢;Subgrup - codi;Subgrup - descripci¢;Categoria - codi;Categoria aparell;Tipus de producte - codi;Tipus de producte ;Import m…xim de facturaci¢ (?);Aportaci¢ usuari/a (?);Aportaci¢ CatSalut (?);·mbit de prescripci¢ de l'aparell;Indicador informe cl¡nic;Classificaci¢ de l'aparell;Edat m¡nima;Edat m…xima;Indicador de bilateralitat;Indicador validaci¢ sanit…ria;Periodicitat prescripci¢ (mesos)
0612;Ortesis de membre inferior;061224;Articulacions de genoll;OIA 010;Articulaci¢ de genoll amb tancament d'anelles;OIA 010A;Articulaci¢ de genoll amb tancament d'anelles;301,8;0;301,8;H;N;A;--;--;S;N;24
0612;Ortesis de membre inferior;061224;Articulacions de genoll;OIA 020;Articulaci¢ de genoll amb tancament su¡s;OIA 020A;Articulaci¢ de genoll amb tancament su¡s amb sistema d'amortiment o sense;435,11;0;435,11;H;N;A;--;--;S;N;24
0612;Ortesis de membre inferior;061224;Articulacions de genoll;OIA 030;Articulaci¢ de genoll policŠntrica;OIA 030A;Articulaci¢ de genoll policŠntrica;484,37;0;484,37;H;S;A;--;--;S;S;24
0612;Ortesis de membre inferior;061224;Articulacions de genoll;OIA 040;Articulaci¢ de genoll progressiva;OIA 040A;Articulaci¢ de genoll progressiva dentada amb bloqueig en la flexi¢;580,8;0;580,8;H;S;A;--;--;S;S;24
0612;Ortesis de membre inferior;061227;Articulacions de maluc;OID 000;Articulaci¢ de maluc lliure;OID 000A;Articulaci¢ de maluc lliure, en acer;264,29;0;264,29;H;N;A;--;--;S;N;24
0612;Ortesis de membre inferior;061227;Articulacions de maluc;OID 000;Articulaci¢ de maluc lliure;OID 000B;Articulaci¢ de maluc lliure, en acer, amb moviment d'abducci¢;324,86;0;324,86;H;N;A;--;--;S;S;24
0612;Ortesis de membre inferior;061227;Articulacions de maluc;OID 010;Articulaci¢ de maluc amb tancament d'anelles;OID 010A;Articulaci¢ de maluc amb tancament d'anelles;254,43;0;254,43;H;N;A;--;--;S;N;24
0612;Ortesis de membre inferior;061227;Articulacions de maluc;OID 010;Articulaci¢ de maluc amb tancament d'anelles;OID 010B;Articulaci¢ de maluc amb tancament d'anelles i moviment d'abducci¢;324,86;0;324,86;H;N;A;--;--;S;S;24
0612;Ortesis de membre inferior;061290;Recanvis i components per a ortesis de membre inferior;OIS 900;Recanvis i components per a ortesi de membre inferior;OIS 900A;Cintur¢ pelvi… per a ortesi de membre inferior;117,92;0;117,92;B;N;A;--;--;S;N;24
0612;Ortesis de membre inferior;061290;Recanvis i components per a ortesis de membre inferior;OIS 900;Recanvis i components per a ortesi de membre inferior;OIS 900B;Cintur¢ pelvi… amb suport gluti;160,36;0;160,36;B;N;A;--;--;S;N;24
0612;Ortesis de membre inferior;061290;Recanvis i components per a ortesis de membre inferior;OIS 900;Recanvis i components per a ortesi de membre inferior;OIS 900C;Barra per a ortesi de membre inferior;23,61;0;23,61;B;N;A;--;--;S;N;24
0612;Ortesis de membre inferior;061290;Recanvis i components per a ortesis de membre inferior;OIS 900;Recanvis i components per a ortesi de membre inferior;OIS 900D;Estrep per a ortesi de membre inferior;63,27;0;63,27;B;N;A;--;--;S;N;24
0612;Ortesis de membre inferior;061290;Recanvis i components per a ortesis de membre inferior;OIS 900;Recanvis i components per a ortesi de membre inferior;OIS 900E;Cingla de tracci¢, prefabricat;17,07;0;17,07;B;N;A;--;--;S;N;18
0612;Ortesis de membre inferior;061290;Recanvis i components per a ortesis de membre inferior;OIS 900;Recanvis i components per a ortesi de membre inferior;OIS 900F;Cingla de tracci¢, a mida;110;0;110;B;N;M;--;--;S;S;24
0618;Pr•tesis membre superior;061803;Pr•tesis parcials de m…, incloent-hi les pr•tesis de dit;PSM 000;Pr•tesi per a amputaci¢ parcial de m…;PSM 000A;Pr•tesi passiva per a amputaci¢ parcial de m…, a mida, amb guant de PVC incl•s;917,58;0;917,58;H;N;M;--;--;S;S;36
0618;Pr•tesis membre superior;061803;Pr•tesis parcials de m…, incloent-hi les pr•tesis de dit;PSM 000;Pr•tesi per a amputaci¢ parcial de m…;PSM 000B;Pr•tesi passiva per a amputaci¢ parcial de m…, a mida, amb guant de silicona incl•s;1026,23;0;1026,23;H;S;M;--;--;S;S;36
0618;Pr•tesis membre superior;061803;Pr•tesis parcials de m…, incloent-hi les pr•tesis de dit;PSM 000;Pr•tesi per a amputaci¢ parcial de m…;PSM 000C;Pr•tesi per a amputaci¢ parcial de m… amb funcionalitat del polze conservada, a mida (prescriure, a m‚s, un guant);843,19;0;843,19;H;N;M;--;--;S;S;36
0618;Pr•tesis membre superior;061803;Pr•tesis parcials de m…, incloent-hi les pr•tesis de dit;PSM 010;Pr•tesi passiva per a amputaci¢ d'un dit (ep¡tesi);PSM 010A;Pr•tesis passiva de silicona per a amputaci¢ de dit ¡ndex o mitj… amb polze conservat, a mida (especial prescripci¢);2416,4;0;2416,4;H;S;M;--;--;S;S;36
0618;Pr•tesis membre superior;061806;Pr•tesis de desarticulaci¢ de canell;PSN 000;Pr•tesi passiva de desarticulaci¢ de canell;PSN 000A;Pr•tesi passiva de desarticulaci¢ de canell, a mida, amb encaix infracondili exterior r¡gid d'avantbra‡, sistema de suspensi¢, m… passiva i guant (prescriure, si cal, un encaix interior i/o beina);2166,38;0;2166,38;H;N;M;--;--;S;S;36
0618;Pr•tesis membre superior;061806;Pr•tesis de desarticulaci¢ de canell;PSN 000;Pr•tesi passiva de desarticulaci¢ de canell;PSN 000B;Pr•tesi passiva de desarticulaci¢ de canell, a mida, amb encaix supracondili exterior r¡gid d'avantbra‡, m… passiva i guant (prescriure, a m‚s, un encaix interior i/o beina);2013,49;0;2013,49;H;N;M;--;--;S;S;36
0618;Pr•tesis membre superior;061806;Pr•tesis de desarticulaci¢ de canell;PSN 010;Pr•tesi mec…nica de desarticulaci¢ de canell;PSN 010A;Pr•tesi mec…nica de desarticulaci¢ de canell, a mida, amb encaix infracondili exterior r¡gid d?avantbra‡ (prescriure, a m‚s, un sistema de suspensi¢, un sistema d'accionament cinem…tic, un terminal a elecci¢ i, si cal, un encaix interior i/o beina i un guant);1344,38;0;1344,38;H;N;M;--;--;S;S;36
0618;Pr•tesis membre superior;061806;Pr•tesis de desarticulaci¢ de canell;PSN 010;Pr•tesi mec…nica de desarticulaci¢ de canell;PSN 010B;Pr•tesi mec…nica de desarticulaci¢ de canell, a mida, amb encaix supracondili exterior r¡gid d'avantbra‡ (prescriure, a m‚s, un encaix interior i/o beina, un sistema d'accionament cinem…tic, un terminal a elecci¢ i, si cal, un guant);1503,75;0;1503,75;H;N;M;--;--;S;S;36
0618;Pr•tesis membre superior;061806;Pr•tesis de desarticulaci¢ de canell;PSN 020;Pr•tesi mioelŠctrica de desarticulaci¢ de canell;PSN 020A;Pr•tesi mioelŠctrica de desarticulaci¢ de canell, a mida, amb encaix infracondili exterior r¡gid d?avantbra‡ (prescriure, a m‚s, un sistema de suspensi¢, elŠctrodes, bateries, un carregador, un terminal a elecci¢ i, si cal, una caixa de connexi¢ per allotjar la bateria, un encaix interior i/o beina i un guant);2811,45;0;2811,45;D;S;M;--;--;S;S;36
0618;Pr•tesis membre superior;061806;Pr•tesis de desarticulaci¢ de canell;PSN 020;Pr•tesi mioelŠctrica de desarticulaci¢ de canell;PSN 020B;Pr•tesi mioelŠctrica de desarticulaci¢ de canell, a mida, amb encaix supracondili exterior r¡gid d'avantbra‡ (prescriure, a m‚s, un encaix interior i/o beina, elŠctrodes, bateries, un carregador, un terminal a elecci¢ i, si cal, una caixa de connexi¢ per allotjar la bateria i un guant);2882,37;0;2882,37;D;S;M;--;--;S;S;36
0618;Pr•tesis membre superior;061806;Pr•tesis de desarticulaci¢ de canell;PSN 900;Encaix per a pr•tesi de desarticulaci¢ de canell;PSN 900A;Encaix infracondili exterior r¡gid per a pr•tesi mec…nica de desarticulaci¢ de canell, a mida. Inclou adaptaci¢ i alineaci¢;1314,38;0;1314,38;H;N;M;--;--;S;S;24
0618;Pr•tesis membre superior;061806;Pr•tesis de desarticulaci¢ de canell;PSN 900;Encaix per a pr•tesi de desarticulaci¢ de canell;PSN 900B;Encaix supracondili exterior r¡gid per a pr•tesi mec…nica de desarticulaci¢ de canell, a mida. Inclou adaptaci¢ i alineaci¢;1473,75;0;1473,75;H;N;M;--;--;S;S;24
0618;Pr•tesis membre superior;061806;Pr•tesis de desarticulaci¢ de canell;PSN 900;Encaix per a pr•tesi de desarticulaci¢ de canell;PSN 900C;Encaix infracondili exterior r¡gid, amb trausÿ per a elŠctrodes, per a pr•tesi mioelŠctrica de desarticulaci¢ de canell, a mida. Inclou adaptaci¢ i alineaci¢;2711,45;0;2711,45;D;N;M;--;--;S;S;24
0618;Pr•tesis membre superior;061806;Pr•tesis de desarticulaci¢ de canell;PSN 900;Encaix per a pr•tesi de desarticulaci¢ de canell;PSN 900D;Encaix supracondili exterior r¡gid, amb traus per a elŠctrodes, per a pr•tesi mioelŠctrica de desarticulaci¢ de canell, a mida. Inclou adaptaci¢ i alineaci¢;2782,37;0;2782,37;D;N;M;--;--;S;S;24
0618;Pr•tesis membre superior;061806;Pr•tesis de desarticulaci¢ de canell;PSN 900;Encaix per a pr•tesi de desarticulaci¢ de canell;PSN 900E;Encaix infracondili interior en termopl…stic tou per a pr•tesi passiva o mec…nica de desarticulaci¢ de canell, a mida;412,5;0;412,5;H;N;M;--;--;S;S;24
0618;Pr•tesis membre superior;061806;Pr•tesis de desarticulaci¢ de canell;PSN 900;Encaix per a pr•tesi de desarticulaci¢ de canell;PSN 900F;Encaix infracondili interior en silicona per a pr•tesi passiva o mec…nica de desarticulaci¢ de canell, a mida;872,73;0;872,73;H;N;M;--;--;S;S;24
0618;Pr•tesis membre superior;061806;Pr•tesis de desarticulaci¢ de canell;PSN 900;Encaix per a pr•tesi de desarticulaci¢ de canell;PSN 900G;Encaix infracondili interior en termopl…stic tou, amb traus per a elŠctrodes, per a pr•tesi mioelŠctrica de desarticulaci¢ de canell, a mida;412,5;0;412,5;D;N;M;--;--;S;S;24
0618;Pr•tesis membre superior;061806;Pr•tesis de desarticulaci¢ de canell;PSN 900;Encaix per a pr•tesi de desarticulaci¢ de canell;PSN 900H;Encaix infracondili interior en silicona, amb traus per a elŠctrodes, per a pr•tesi mioelŠctrica de desarticulaci¢ de canell, a mida;878,17;0;878,17;D;N;M;--;--;S;S;24
0618;Pr•tesis membre superior;061806;Pr•tesis de desarticulaci¢ de canell;PSN 900;Encaix per a pr•tesi de desarticulaci¢ de canell;PSN 900I;Encaix supracondili interior en termopl…stic tou per a pr•tesi passiva o mec…nica de desarticulaci¢ de canell, a mida;412,5;0;412,5;H;N;M;--;--;S;S;24
0618;Pr•tesis membre superior;061806;Pr•tesis de desarticulaci¢ de canell;PSN 900;Encaix per a pr•tesi de desarticulaci¢ de canell;PSN 900J;Encaix supracondili interior en silicona per a pr•tesi passiva o mec…nica de desarticulaci¢ de canell, a mida;987,8;0;987,8;H;N;M;--;--;S;S;24
0618;Pr•tesis membre superior;061806;Pr•tesis de desarticulaci¢ de canell;PSN 900;Encaix per a pr•tesi de desarticulaci¢ de canell;PSN 900K;Encaix supracondili interior en termopl…stic tou, amb traus per a elŠctrodes, per a pr•tesi mioelŠctrica de desarticulaci¢ de canell, a mida;412,5;0;412,5;D;N;M;--;--;S;S;24
0618;Pr•tesis membre superior;061806;Pr•tesis de desarticulaci¢ de canell;PSN 900;Encaix per a pr•tesi de desarticulaci¢ de canell;PSN 900L;Encaix supracondili interior en silicona, amb traus per a elŠctrodes, per a pr•tesi mioelŠctrica de desarticulaci¢ de canell, a mida;990;0;990;D;N;M;--;--;S;S;24
0618;Pr•tesis membre superior;061809;Pr•tesis transradial (per sota del colze);PSA 000;Pr•tesi passiva transradial;PSA 000A;Pr•tesi passiva transradial, a mida, amb encaix infracondili exterior r¡gid, estructura endoesquelŠtica, coberta d'escuma, mitja i articulaci¢ de canell (prescriure, a m‚s, un sistema de suspensi¢, una m… passiva, un guant a elecci¢ i, si cal, un encaix interior i/o beina);2636,15;0;2636,15;H;N;M;--;--;S;S;36
0618;Pr•tesis membre superior;061809;Pr•tesis transradial (per sota del colze);PSA 000;Pr•tesi passiva transradial;PSA 000B;Pr•tesi passiva transradial, a mida, amb encaix supracondili exterior r¡gid, estructura endoesquelŠtica, coberta d'escuma, mitja i articulaci¢ de canell (prescriure, a m‚s, un encaix interior i/o beina, una m… passiva i un guant a elecci¢);2794,09;0;2794,09;H;N;M;--;--;S;S;36
0618;Pr•tesis membre superior;061809;Pr•tesis transradial (per sota del colze);PSA 000;Pr•tesi passiva transradial;PSA 000C;Pr•tesi passiva transradial, a mida, amb encaix infracondili exterior r¡gid, estructura exoesquelŠtica i articulaci¢ de canell (prescriure, a m‚s, un sistema de suspensi¢, una m… passiva, un guant a elecci¢ i, si cal, un encaix interior i/o beina);2206,38;0;2206,38;H;N;M;--;--;S;S;36
0618;Pr•tesis membre superior;061809;Pr•tesis transradial (per sota del colze);PSA 000;Pr•tesi passiva transradial;PSA 000D;Pr•tesi passiva transradial, a mida, amb encaix supracondili exterior r¡gid, estructura exoesquelŠtica i articulaci¢ de canell (prescriure, a m‚s, un encaix interior i/o beina, una m… passiva i un guant a elecci¢);2364,33;0;2364,33;H;N;M;--;--;S;S;36
0618;Pr•tesis membre superior;061809;Pr•tesis transradial (per sota del colze);PSA 010;Pr•tesi mec…nica transradial;PSA 010A;Pr•tesi mec…nica transradial, a mida, amb encaix infracondili exterior r¡gid i estructura exoesquelŠtica (prescriure, a m‚s, un sistema d'accionament cinem…tic, un sistema de suspensi¢, una articulaci¢ de canell, un terminal a elecci¢ i, si cal, un encaix interior i/o beina i un guant);2157,38;0;2157,38;H;N;M;--;--;S;S;36
0618;Pr•tesis membre superior;061809;Pr•tesis transradial (per sota del colze);PSA 010;Pr•tesi mec…nica transradial;PSA 010B;Pr•tesi mec…nica transradial, a mida, amb encaix supracondili exterior r¡gid i estructura exoesquelŠtica (prescriure, a m‚s, un encaix interior i/o beina, un sistema d'accionament cinem…tic, una articulaci¢ de canell, un terminal a elecci¢ i, si cal, un guant);2315,32;0;2315,32;H;N;M;--;--;S;S;36
0618;Pr•tesis membre superior;061809;Pr•tesis transradial (per sota del colze);PSA 020;Pr•tesi mioelŠctrica transradial;PSA 020A;Pr•tesi mioelŠctrica transradial, a mida, amb encaix infracondili exterior r¡gid i estructura exoesquelŠtica (prescriure, a m‚s, un sistema de suspensi¢, elŠctrodes, bateries, un carregador, una articulaci¢ de canell, un terminal a elecci¢ i, si cal, una caixa de connexi¢ per allotjar la bateria, un encaix interior i/o beina i un guant);3989,37;0;3989,37;D;S;M;--;--;S;S;36
0618;Pr•tesis membre superior;061809;Pr•tesis transradial (per sota del colze);PSA 020;Pr•tesi mioelŠctrica transradial;PSA 020B;Pr•tesi mioelŠctrica transradial, a mida, amb encaix supracondili exterior r¡gid i estructura exoesquelŠtica (prescriure, a m‚s, un encaix interior i/o beina, elŠctrodes, bateries, un carregador, una articulaci¢ de canell, un terminal a elecci¢ i, si cal, una caixa de connexi¢ per allotjar la bateria i un guant);4142,21;0;4142,21;D;S;M;--;--;S;S;36
0618;Pr•tesis membre superior;061809;Pr•tesis transradial (per sota del colze);PSA 900;Encaix per a pr•tesi transradial;PSA 900A;Encaix infracondili exterior r¡gid per a pr•tesi passiva o mec…nica transradial, a mida. Inclou adaptaci¢ i alineaci¢;1427,57;0;1427,57;H;N;M;--;--;S;S;24
0618;Pr•tesis membre superior;061809;Pr•tesis transradial (per sota del colze);PSA 900;Encaix per a pr•tesi transradial;PSA 900B;Encaix supracondili exterior r¡gid per a pr•tesi passiva o mec…nica transradial, a mida. Inclou adaptaci¢ i alineaci¢;1585,51;0;1585,51;H;N;M;--;--;S;S;24
0618;Pr•tesis membre superior;061809;Pr•tesis transradial (per sota del colze);PSA 900;Encaix per a pr•tesi transradial;PSA 900C;Encaix infracondili exterior r¡gid, amb traus per a elŠctrodes, per a pr•tesi mioelŠctrica transradial, a mida. Inclou adaptaci¢ i alineaci¢;3169,56;0;3169,56;D;N;M;--;--;S;S;24
0618;Pr•tesis membre superior;061809;Pr•tesis transradial (per sota del colze);PSA 900;Encaix per a pr•tesi transradial;PSA 900D;Encaix supracondili exterior r¡gid, amb traus per a elŠctrodes, per a pr•tesi mioelŠctrica transradial, a mida. Inclou adaptaci¢ i alineaci¢;3322,39;0;3322,39;D;N;M;--;--;S;S;24
0618;Pr•tesis membre superior;061809;Pr•tesis transradial (per sota del colze);PSA 900;Encaix per a pr•tesi transradial;PSA 900E;Encaix infracondili interior en termopl…stic tou per a pr•tesi passiva o mec…nica transradial, a mida;412,5;0;412,5;H;N;M;--;--;S;S;24
0618;Pr•tesis membre superior;061809;Pr•tesis transradial (per sota del colze);PSA 900;Encaix per a pr•tesi transradial;PSA 900F;Encaix infracondili interior en silicona per a pr•tesi passiva o mec…nica transradial, a mida;984,5;0;984,5;H;N;M;--;--;S;S;24
0618;Pr•tesis membre superior;061809;Pr•tesis transradial (per sota del colze);PSA 900;Encaix per a pr•tesi transradial;PSA 900G;Encaix infracondili interior en termopl…stic tou, amb traus per a elŠctrodes, per a pr•tesi mioelŠctrica transradial, a mida;412,5;0;412,5;D;N;M;--;--;S;S;24
0618;Pr•tesis membre superior;061809;Pr•tesis transradial (per sota del colze);PSA 900;Encaix per a pr•tesi transradial;PSA 900H;Encaix infracondili interior en silicona, amb traus per a elŠctrodes, per a pr•tesi mioelŠctrica transradial, a mida;990;0;990;D;N;M;--;--;S;S;24
0618;Pr•tesis membre superior;061809;Pr•tesis transradial (per sota del colze);PSA 900;Encaix per a pr•tesi transradial;PSA 900I;Encaix supracondili interior en termopl…stic tou per a pr•tesi passiva o mec…nica transradial, a mida;412,5;0;412,5;H;N;M;--;--;S;S;24
0618;Pr•tesis membre superior;061809;Pr•tesis transradial (per sota del colze);PSA 900;Encaix per a pr•tesi transradial;PSA 900J;Encaix supracondili interior en silicona per a pr•tesi passiva o mec…nica transradial, a mida;984,5;0;984,5;H;N;M;--;--;S;S;24
0618;Pr•tesis membre superior;061809;Pr•tesis transradial (per sota del colze);PSA 900;Encaix per a pr•tesi transradial;PSA 900K;Encaix supracondili interior en termopl…stic tou, amb traus per a elŠctrodes, per a pr•tesi mioelŠctrica transradial, a mida;412,5;0;412,5;D;N;M;--;--;S;S;24
0618;Pr•tesis membre superior;061809;Pr•tesis transradial (per sota del colze);PSA 900;Encaix per a pr•tesi transradial;PSA 900L;Encaix supracondili interior en silicona, amb traus per a elŠctrodes, per a pr•tesi mioelŠctrica transradial, a mida;990;0;990;D;N;M;--;--;S;S;24
0618;Pr•tesis membre superior;061809;Pr•tesis transradial (per sota del colze);PSA 910;Altres components de pr•tesi transradial;PSA 910A;Coberta d'escuma per a pr•tesi endoesquelŠtica transradial, a mida;369,36;0;369,36;H;N;M;--;--;S;N;12
0618;Pr•tesis membre superior;061809;Pr•tesis transradial (per sota del colze);PSA 910;Altres components de pr•tesi transradial;PSA 910B;Mitja per a pr•tesi endoesquelŠtica transradial;45;0;45;H;N;M;--;--;S;N;6
0618;Pr•tesis membre superior;061809;Pr•tesis transradial (per sota del colze);PSA 910;Altres components de pr•tesi transradial;PSA 910C;Estructura exoesquelŠtica per a pr•tesi transradial, a mida;689,82;0;689,82;H;N;M;--;--;S;S;12
0618;Pr•tesis membre superior;061812;Pr•tesis per a desarticulaci¢ de colze;PSC 000;Pr•tesi passiva de desarticulaci¢ de colze;PSC 000A;Pr•tesi passiva de desarticulaci¢ de colze, a mida, amb encaix exterior r¡gid, estructura exoesquelŠtica, articulaci¢ de canell i articulaci¢ de colze (prescriure, a m‚s, un sistema de suspensi¢, una m… passiva, un guant a elecci¢ i, si cal, un encaix interior i/o beina);3408,47;0;3408,47;H;N;M;--;--;S;S;36
0618;Pr•tesis membre superior;061812;Pr•tesis per a desarticulaci¢ de colze;PSC 010;Pr•tesi mec…nica de desarticulaci¢ de colze;PSC 010A;Pr•tesi mec…nica de desarticulaci¢ de colze, a mida, amb encaix exterior r¡gid i estructura exoesquelŠtica (prescriure, a m‚s, un sistema de suspensi¢, un sistema d'accionament cinem…tic, una articulaci¢ de colze, una articulaci¢ de canell, un terminal a elecci¢ i, si cal, un encaix interior i/o beina i un guant);2882,88;0;2882,88;H;N;M;--;--;S;S;36
